year,county,state_n,Dl_vloans_b,inter_bra,w1,Dl_hpi
1994,1015,1,.2805774735218183,0,.9753119912971053,.0318843543784251
1995,1015,1,-.1798845670916016,0,.9753119912971053,.0082159484300908
1996,1015,1,.2129997065202272,0,.9753119912971053,.0431744302887411
1997,1015,1,-.0865679339215077,0,.9753119912971053,.0904371179487899
1998,1015,1,.3532371307355202,1,.9753119912971053,.066913231910573
1999,1015,1,.1075681986482664,1,.9753119912971053,.0114869410279805
2000,1015,1,-.165493131962041,1,.9753119912971053,.0081432265380732
2001,1015,1,-.0455734702452233,1,.9753119912971053,.0516794530045566
2002,1015,1,.2350971874962173,1,.9753119912971053,.0562138795951119
2003,1015,1,.1925739003236551,1,.9753119912971053,.0521250840384448
2004,1015,1,.1745146520106591,1,.9753119912971053,.0196606290480315
2005,1015,1,.0852813127789052,1,.9753119912971053,.0173805863301926
1994,1021,1,-.3988331558044136,0,.9753119912971053,.0548568449602236
1995,1021,1,1.251953251851938,0,.9753119912971053,.0454348236905142
1996,1021,1,1.283585472821886,0,.9753119912971053,.1032229979341164
1997,1021,1,.7724473118046529,0,.9753119912971053,.0384796850044191
1998,1021,1,.0889529995011014,1,.9753119912971053,.0315270770208649
1999,1021,1,.648742832701906,1,.9753119912971053,.0376335770365595
2000,1021,1,-.0293754146761938,1,.9753119912971053,-.0108399467073754
2001,1021,1,-.1587725403772051,1,.9753119912971053,.0580632580078158
2002,1021,1,.1928706015848682,1,.9753119912971053,.0272200717816879
2003,1021,1,.0407716713418331,1,.9753119912971053,-.0023809323309703
2004,1021,1,.2392589133475855,1,.9753119912971053,.0606012594314187
2005,1021,1,.087944635129622,1,.9753119912971053,.0732528697411725
1994,1033,1,.3658249288278537,0,.9753119912971053,.0310010202702671
1995,1033,1,.1480194527723224,0,.9753119912971053,.0493909449786658
1996,1033,1,.2298281060042502,0,.9753119912971053,.0324337996347843
1997,1033,1,.0844920674586369,0,.9753119912971053,.034162952813082
1998,1033,1,.0912395465002138,1,.9753119912971053,.0520706181651347
1999,1033,1,.1749511271003037,1,.9753119912971053,.015021228048445
2000,1033,1,-.3104809239862512,1,.9753119912971053,-.033551912004258
2001,1033,1,-.081852574131636,1,.9753119912971053,.052436355868295
2002,1033,1,.4412662888199854,1,.9753119912971053,.0312839242605945
2003,1033,1,-.1166654184939624,1,.9753119912971053,.0379727710857605
2004,1033,1,.10994423455098,1,.9753119912971053,.0174148891171981
2005,1033,1,-.0660711952567485,1,.9753119912971053,.0072312797788125
1994,1051,1,.422684313345167,0,.9753119912971053,.0118373610460925
1995,1051,1,-.0894820242033578,0,.9753119912971053,.0557961000649803
1996,1051,1,.2073930409580917,0,.9753119912971053,.063347437072232
1997,1051,1,.1421536143902866,0,.9753119912971053,.046397593205258
1998,1051,1,.1178209887691128,1,.9753119912971053,.0470899881587865
1999,1051,1,.0351220302412329,1,.9753119912971053,.0047942743684954
2000,1051,1,-.0234904822044104,1,.9753119912971053,.0147275628336656
2001,1051,1,-.0790511756087309,1,.9753119912971053,.0642559608264595
2002,1051,1,.2357823105024863,1,.9753119912971053,.0558647290644325
2003,1051,1,.1685778849655115,1,.9753119912971053,.0196788737575231
2004,1051,1,.3202886734940851,1,.9753119912971053,.0230655528916541
2005,1051,1,-.0654271333168541,1,.9753119912971053,.1302365267718821
1994,1055,1,.0828592224918054,0,.9753119912971053,.0892264323096938
1995,1055,1,-.0682062862985529,0,.9753119912971053,.0389154157360965
1996,1055,1,.0188701543877627,0,.9753119912971053,.0798469186551545
1997,1055,1,.1801681743334633,0,.9753119912971053,.0700052222734486
1998,1055,1,-.0359012915065442,1,.9753119912971053,.0944070326958357
1999,1055,1,.1964250857735372,1,.9753119912971053,-.0014626770465371
2000,1055,1,-.0041495909958389,1,.9753119912971053,.0275607792744283
2001,1055,1,-.0164925633994404,1,.9753119912971053,.0412102686466627
2002,1055,1,.3412954933710033,1,.9753119912971053,.0562746986034535
2003,1055,1,.0335889330455306,1,.9753119912971053,.0594910905658939
2004,1055,1,-.1102777496932408,1,.9753119912971053,.0268545683669874
2005,1055,1,.0012696430102572,1,.9753119912971053,.0140117293492015
1994,1061,1,,0,.9753119912971053,.0283463192783033
1995,1061,1,-1.070777489674666,0,.9753119912971053,.031675923228053
1996,1061,1,2.517696472610991,0,.9753119912971053,.0509855398607537
1997,1061,1,-.3416087455840886,0,.9753119912971053,.063990114943612
1998,1061,1,1.635529786572964,1,.9753119912971053,.0738206403129427
1999,1061,1,.0835584923577315,1,.9753119912971053,.0042369353354204
2000,1061,1,-.0848600674471172,1,.9753119912971053,-.0067877661565321
2001,1061,1,-.3123833678965537,1,.9753119912971053,.0331577523219515
2002,1061,1,.1164768548615216,1,.9753119912971053,.0264948627248591
2003,1061,1,.2374888331779133,1,.9753119912971053,.0476130824996863
2004,1061,1,.4774409213885633,1,.9753119912971053,.0290924184649937
2005,1061,1,.2199451384769038,1,.9753119912971053,.0346045591723794
1994,1063,1,1.374318170073175,0,.9753119912971053,.0469753652275959
1995,1063,1,-1.123003741792269,0,.9753119912971053,.0301340787270905
1996,1063,1,2.272507637756767,0,.9753119912971053,.0856877557876694
1997,1063,1,-.0192684188658765,0,.9753119912971053,.0550327777423427
1998,1063,1,.7859781666028391,1,.9753119912971053,.0675113796974527
1999,1063,1,.5329201574722333,1,.9753119912971053,.0275708449724075
2000,1063,1,.3502024294331152,1,.9753119912971053,.009077730815739
2001,1063,1,-.3316451958728974,1,.9753119912971053,.0485058352002383
2002,1063,1,-.5047156251244118,1,.9753119912971053,.0490462931409104
2003,1063,1,.3727880820818639,1,.9753119912971053,.0600734763809418
2004,1063,1,-.1978257433299202,1,.9753119912971053,.0286685011425263
2005,1063,1,.1694550462007047,1,.9753119912971053,.0356546215237543
1994,1065,1,,0,.9753119912971053,.065934178815469
1995,1065,1,,0,.9753119912971053,.0457970803582866
1996,1065,1,1.847848935879099,0,.9753119912971053,.09886465503146
1997,1065,1,.1379157068513974,0,.9753119912971053,.0600707020219993
1998,1065,1,.9480922271054073,1,.9753119912971053,.0710591474564017
1999,1065,1,.2569359862894727,1,.9753119912971053,.0335680219830614
2000,1065,1,.0107020221939997,1,.9753119912971053,.0123600442807046
2001,1065,1,-.2197055107343973,1,.9753119912971053,.0486890685112655
2002,1065,1,-.2024924266100783,1,.9753119912971053,.045462283464917
2003,1065,1,-.1364008350524761,1,.9753119912971053,.0508585033926607
2004,1065,1,.7487688062882754,1,.9753119912971053,.0166518578170374
2005,1065,1,.1475090955746836,1,.9753119912971053,.0301184863096351
1994,1067,1,-.7245633767933244,0,.9753119912971053,.0362621312138693
1995,1067,1,.412532275331257,0,.9753119912971053,.0387686267213443
1996,1067,1,2.621806775001467,0,.9753119912971053,.0567681701677651
1997,1067,1,.9585773646492717,0,.9753119912971053,.0669732275331736
1998,1067,1,.2628471812944539,1,.9753119912971053,.0749184637144911
1999,1067,1,.2539261826535224,1,.9753119912971053,.0058806971450318
2000,1067,1,.1190306964545389,1,.9753119912971053,-.0065830280216757
2001,1067,1,-.5595118864339526,1,.9753119912971053,.0333064155354075
2002,1067,1,.6753534431834485,1,.9753119912971053,.0270866210610032
2003,1067,1,-.2071696506546985,1,.9753119912971053,.0461472161394072
2004,1067,1,.3309600649319062,1,.9753119912971053,.0271666884603503
2005,1067,1,.2141085822562978,1,.9753119912971053,.0338442154515413
1994,1069,1,.0724728017829683,0,.9753119912971053,.029344827028881
1995,1069,1,-.0131456849697731,0,.9753119912971053,.0328550845454725
1996,1069,1,.2800705941428596,0,.9753119912971053,.0518038061360553
1997,1069,1,-.1045066236799972,0,.9753119912971053,.0641897870072681
1998,1069,1,.2045482646036731,1,.9753119912971053,.0737163020154972
1999,1069,1,.0759004761732616,1,.9753119912971053,.0027739021774043
2000,1069,1,-.1120579435847091,1,.9753119912971053,-.0089270389783058
2001,1069,1,.0024683700309378,1,.9753119912971053,.0329888716857818
2002,1069,1,-.0182444811443201,1,.9753119912971053,.0284368555351673
2003,1069,1,.2187855746900116,1,.9753119912971053,.0471669919023334
2004,1069,1,.0831751870207018,1,.9753119912971053,.0256807580545173
2005,1069,1,.2566614696133946,1,.9753119912971053,.0337386495512959
1994,1073,1,-.0491589419030785,0,.9753119912971053,.0334685675393915
1995,1073,1,-.0177397781087212,0,.9753119912971053,.0267081357889785
1996,1073,1,.2944434329952923,0,.9753119912971053,.0875558934323424
1997,1073,1,.090251524844108,0,.9753119912971053,.0319358119888768
1998,1073,1,.1071698219406301,1,.9753119912971053,.0293135585139979
1999,1073,1,.0886868900143423,1,.9753119912971053,.0298903356229747
2000,1073,1,-.0748013012209636,1,.9753119912971053,-.0169834343072921
2001,1073,1,.090815764175634,1,.9753119912971053,.053769788780337
2002,1073,1,.3248533154600981,1,.9753119912971053,.0252583359047547
2003,1073,1,.2381971205326749,1,.9753119912971053,-.000331517619296
2004,1073,1,.1177250913261698,1,.9753119912971053,.0592193647192509
2005,1073,1,-.0341501704701095,1,.9753119912971053,.0698466335407337
1994,1077,1,.2397055005098192,0,.9753119912971053,.033300036051334
1995,1077,1,.109146037740274,0,.9753119912971053,.0511478786343433
1996,1077,1,.0814420382894152,0,.9753119912971053,.0340176557048997
1997,1077,1,-.043110619772591,0,.9753119912971053,.0351433972550907
1998,1077,1,.1919298893953094,1,.9753119912971053,.0529512803561687
1999,1077,1,.072020449284393,1,.9753119912971053,.0172890599844893
2000,1077,1,-.111309744351356,1,.9753119912971053,-.0308860179122394
2001,1077,1,-.1817497534114629,1,.9753119912971053,.0532101784697154
2002,1077,1,.2127721896428891,1,.9753119912971053,.0299040788986087
2003,1077,1,-.0510898856163262,1,.9753119912971053,.0370016223422605
2004,1077,1,.2343025869922499,1,.9753119912971053,.0163083276932721
2005,1077,1,-.2249239147882633,1,.9753119912971053,-.0049969346146943
1994,1079,1,.4159955765494336,0,.9753119912971053,.0463403269136906
1995,1079,1,-.157392173751429,0,.9753119912971053,-.0001715125061263
1996,1079,1,.8308005982508053,0,.9753119912971053,.0544192724711401
1997,1079,1,.153573500727461,0,.9753119912971053,.0690469926544912
1998,1079,1,.4172035924908784,1,.9753119912971053,.0809404970439633
1999,1079,1,.0360809842435739,1,.9753119912971053,.0288076750693049
2000,1079,1,.0792940103445297,1,.9753119912971053,.0246926656846469
2001,1079,1,-.4662188959122986,1,.9753119912971053,.0461101817795946
2002,1079,1,-.0263828408072193,1,.9753119912971053,.0334837727729873
2003,1079,1,.1182362529102505,1,.9753119912971053,.0325172786973562
2004,1079,1,.2037445437831753,1,.9753119912971053,.0135352095643126
2005,1079,1,-.0119761910467151,1,.9753119912971053,.0041997332519648
1994,1081,1,-.9822987609910863,0,.9753119912971053,.0473131931130935
1995,1081,1,.8836054787469623,0,.9753119912971053,.0346186338715828
1996,1081,1,3.639929228512989,0,.9753119912971053,.048581695493378
1997,1081,1,.09212924566331,0,.9753119912971053,.0670107272165552
1998,1081,1,.4646193357106032,1,.9753119912971053,.0528661288500789
1999,1081,1,.5304804963948975,1,.9753119912971053,.0439492126881911
2000,1081,1,.2687609158102102,1,.9753119912971053,-.0007965335412914
2001,1081,1,-.0569313964476343,1,.9753119912971053,.041537169742405
2002,1081,1,.0850952678755394,1,.9753119912971053,.051807004358758
2003,1081,1,.2705646633116174,1,.9753119912971053,.0476411438437605
2004,1081,1,.3557122853319044,1,.9753119912971053,.0594840626908386
2005,1081,1,.215386913336598,1,.9753119912971053,.0518185624994407
1994,1083,1,3.673910520412067,0,.9753119912971053,.0141230693320802
1995,1083,1,.1788000501512741,0,.9753119912971053,.0026347161748141
1996,1083,1,.5240665639492246,0,.9753119912971053,.0490472818750458
1997,1083,1,.2060173798961369,0,.9753119912971053,.0510229696382289
1998,1083,1,.1071641851007321,1,.9753119912971053,.0699196318091797
1999,1083,1,.045084880989064,1,.9753119912971053,.0260623861570997
2000,1083,1,-.2069818149273814,1,.9753119912971053,.015138155787243
2001,1083,1,.0331519498418515,1,.9753119912971053,.040969935145287
2002,1083,1,-.0334599373826361,1,.9753119912971053,.0378041201484436
2003,1083,1,.441541599923049,1,.9753119912971053,.0326226380134456
2004,1083,1,.1593438500764979,1,.9753119912971053,.0159207950221925
2005,1083,1,.150526614997375,1,.9753119912971053,.0168366701715996
1994,1085,1,,0,.9753119912971053,.004825343402846
1995,1085,1,,0,.9753119912971053,.0498062616872987
1996,1085,1,-.1170164583861881,0,.9753119912971053,.0583966470167843
1997,1085,1,2.222944603270598,0,.9753119912971053,.0439126182342129
1998,1085,1,.289174610042287,1,.9753119912971053,.0461930794338059
1999,1085,1,.7612447968393861,1,.9753119912971053,.0034270213009986
2000,1085,1,-.2793573625657499,1,.9753119912971053,.0152778651189758
2001,1085,1,-.5370738498409269,1,.9753119912971053,.0669467634098089
2002,1085,1,.3623914341499548,1,.9753119912971053,.057849645930812
2003,1085,1,.1945189074278,1,.9753119912971053,.0165171536160811
2004,1085,1,-.0741340216216635,1,.9753119912971053,.0178303733187972
2005,1085,1,.2985635726393152,1,.9753119912971053,.1302213292075409
1994,1089,1,-.0030620433286117,0,.9753119912971053,-.0003150966752594
1995,1089,1,-.1419373639765826,0,.9753119912971053,-.0106670718551776
1996,1089,1,.1708301452249952,0,.9753119912971053,.0371030219299984
1997,1089,1,.1427175252084769,0,.9753119912971053,.0436418402399221
1998,1089,1,.3332392659548198,1,.9753119912971053,.0636505092999124
1999,1089,1,.1549193127597217,1,.9753119912971053,.0195665482300216
2000,1089,1,-.2287821877564244,1,.9753119912971053,.0107566881814316
2001,1089,1,.1214431261542739,1,.9753119912971053,.0389943534085218
2002,1089,1,-.0231706500496696,1,.9753119912971053,.0398405307239793
2003,1089,1,.3898492041632924,1,.9753119912971053,.0374411816974414
2004,1089,1,.0807018402942123,1,.9753119912971053,.0164525612176565
2005,1089,1,.049111444661964,1,.9753119912971053,.0178748717697728
1994,1097,1,-.2541187710849169,0,.9753119912971053,.0239471782140512
1995,1097,1,-.1028701629144209,0,.9753119912971053,.0672417099274227
1996,1097,1,.1315451389589342,0,.9753119912971053,.1058833269955954
1997,1097,1,.164427257642501,0,.9753119912971053,.0512509964113326
1998,1097,1,.1989948515434818,1,.9753119912971053,.059822246491497
1999,1097,1,-.067890355269931,1,.9753119912971053,.0034479043971913
2000,1097,1,-.0781047505987171,1,.9753119912971053,.0493175571141835
2001,1097,1,.0022844792330456,1,.9753119912971053,.0108956804837872
2002,1097,1,.2212037335872115,1,.9753119912971053,.0481437449587041
2003,1097,1,.0518888810353513,1,.9753119912971053,.0540113418423003
2004,1097,1,.0520878511914198,1,.9753119912971053,.0451433217246828
2005,1097,1,.1693638547896299,1,.9753119912971053,.1151281613383128
1994,2020,2,.1967969683103057,0,11.21608789991671,.0885277014481609
1995,2020,2,-.2284676834695105,2,11.21608789991671,.0547248481355185
1996,2020,2,-.3299685892816573,2,11.21608789991671,.039462276967388
1997,2020,2,-.0387589384992033,2,11.21608789991671,.0504608564150102
1998,2020,2,.2487951516813336,2,11.21608789991671,.0434438729363338
1999,2020,2,.0217216241143134,2,11.21608789991671,.0401006556619112
2000,2020,2,-.1145827249253575,2,11.21608789991671,-.0253776628618461
2001,2020,2,.32021030918966,2,11.21608789991671,.0054030449907696
2002,2020,2,.4025947969534176,2,11.21608789991671,.0748237535551661
2003,2020,2,.302222058185551,2,11.21608789991671,.0543120229634075
2004,2020,2,.2554861723115724,2,11.21608789991671,.1016973600627971
2005,2020,2,.1170298310693418,2,11.21608789991671,.1088115835321872
1994,2090,2,,0,11.21608789991671,.1004796699631054
1995,2090,2,,2,11.21608789991671,.0483958388304133
1996,2090,2,,2,11.21608789991671,.0485553093368107
1997,2090,2,.107207321434867,2,11.21608789991671,.0710289640659552
1998,2090,2,.0654494062772182,2,11.21608789991671,.045025630944874
1999,2090,2,.1621394948508392,2,11.21608789991671,.02552506401162
2000,2090,2,1.085625093141299,2,11.21608789991671,-.0220332833169667
2001,2090,2,.704897051776868,2,11.21608789991671,-.004024140975277
2002,2090,2,.0182424516950146,2,11.21608789991671,.0564988280018239
2003,2090,2,.5810630294475683,2,11.21608789991671,.0429939260057086
2004,2090,2,.9920225084749035,2,11.21608789991671,.0810646818537935
2005,2090,2,.1088438845509305,2,11.21608789991671,.0776899984585553
1994,2170,2,,0,11.21608789991671,.105752057724299
1995,2170,2,,2,11.21608789991671,.0695834246994869
1994,4005,4,.5880106541515708,0,3.204596542833346,.1268883644342882
1995,4005,4,3.098800129480201,0,3.204596542833346,.1233543370077292
1996,4005,4,1.417630627181474,0,3.204596542833346,.0589513144718357
1997,4005,4,-.3300900615667359,1,3.204596542833346,.047665084254997
1998,4005,4,.1194782540169239,1,3.204596542833346,.0409947436495726
1999,4005,4,.1748082823047259,1,3.204596542833346,.0177417518526752
2000,4005,4,.057388098545859,1,3.204596542833346,.0129968934854992
2001,4005,4,.2365242873192486,1,3.204596542833346,-.0034635517815786
2002,4005,4,.2173849503780563,2,3.204596542833346,.0777579423679837
2003,4005,4,.0444243127531507,2,3.204596542833346,.0676250260786544
2004,4005,4,.394258206748157,2,3.204596542833346,.1300815125062558
2005,4005,4,.0493877318137592,2,3.204596542833346,.2072999176537396
1994,4013,4,.5450369301848852,0,3.204596542833346,.027053850964724
1995,4013,4,.2235467150799906,0,3.204596542833346,.0509798291776002
1996,4013,4,.147500956029619,0,3.204596542833346,.090462674867914
1997,4013,4,.135676423350974,1,3.204596542833346,.0768915890198558
1998,4013,4,.2418199165452908,1,3.204596542833346,.0599294568157047
1999,4013,4,.2024354513580118,1,3.204596542833346,.050257787371379
2000,4013,4,.075395173590513,1,3.204596542833346,.0619190220333525
2001,4013,4,.1412337369881769,1,3.204596542833346,.0405586034581331
2002,4013,4,.0497194660784483,2,3.204596542833346,.0361369179116373
2003,4013,4,.1909521017568192,2,3.204596542833346,.0584708030738614
2004,4013,4,.260337980676713,2,3.204596542833346,.1080464897798397
2005,4013,4,.2474369860397534,2,3.204596542833346,.3734777891317123
1994,4019,4,.472924825573287,0,3.204596542833346,.080025251571044
1995,4019,4,-.1211045115174585,0,3.204596542833346,.0512932824129848
1996,4019,4,.1770907332815312,0,3.204596542833346,.0450911933755807
1997,4019,4,-.0248261025891559,1,3.204596542833346,.0163049968562428
1998,4019,4,.2744754615285512,1,3.204596542833346,.0483582218404681
1999,4019,4,.0442947281216171,1,3.204596542833346,.04237775106263
2000,4019,4,.113499967012455,1,3.204596542833346,.0312656888904925
2001,4019,4,.1020411250329278,1,3.204596542833346,.05183927991557
2002,4019,4,.2246983004753442,2,3.204596542833346,.1368747019516716
2003,4019,4,.0204297420549899,2,3.204596542833346,.0688330465508535
2004,4019,4,.2974593778865451,2,3.204596542833346,.1230351844581827
2005,4019,4,.2059004251307961,2,3.204596542833346,.2584586885373374
1994,4021,4,5.007568395008436,0,3.204596542833346,.0511799251674203
1995,4021,4,-.0036863151387863,0,3.204596542833346,.0713217617892354
1996,4021,4,.0943784378615469,0,3.204596542833346,.1057925270170434
1997,4021,4,.2838833348599508,1,3.204596542833346,.0870461316940059
1998,4021,4,.460887292179633,1,3.204596542833346,.063487968854977
1999,4021,4,.372762853065467,1,3.204596542833346,.0471279281501262
2000,4021,4,.0474857797230879,1,3.204596542833346,.0521702683494967
2001,4021,4,-.0102794283132006,1,3.204596542833346,.0332920651068758
2002,4021,4,.257934169543363,2,3.204596542833346,.0358594493366464
2003,4021,4,.2502228261516226,2,3.204596542833346,.0649610833927659
2004,4021,4,.5443845147601607,2,3.204596542833346,.1259361320308816
2005,4021,4,.8027645870054094,2,3.204596542833346,.3978758251683692
1994,4025,4,1.721631218611698,0,3.204596542833346,.1227170220558254
1995,4025,4,2.209604037238254,0,3.204596542833346,.0876077246791152
1996,4025,4,.5765691272820224,0,3.204596542833346,.0368514537085503
1997,4025,4,.2444009260450315,1,3.204596542833346,.0373859584616305
1998,4025,4,.4287981842159585,1,3.204596542833346,.0552514520800775
1999,4025,4,.3151224651501892,1,3.204596542833346,.0292128186898886
2000,4025,4,.291955652712776,1,3.204596542833346,.0104744258768719
2001,4025,4,-.0311547137987063,1,3.204596542833346,.0024743213906682
2002,4025,4,.1861445638259216,2,3.204596542833346,.0696903534458055
2003,4025,4,.2499098051868138,2,3.204596542833346,.0609476081217952
2004,4025,4,.3153915381905925,2,3.204596542833346,.1147878526541515
2005,4025,4,.209634075581663,2,3.204596542833346,.2334512950051755
1994,4027,4,.534426569073883,0,3.204596542833346,.0552627240600758
1995,4027,4,.2437004127168798,0,3.204596542833346,.0671612990878696
1996,4027,4,-.0390641553480471,0,3.204596542833346,.0246959310081714
1997,4027,4,-.2120387924382481,1,3.204596542833346,.0335056632132238
1998,4027,4,.1856919590319279,1,3.204596542833346,.0503817368252415
1999,4027,4,.1820328210933884,1,3.204596542833346,.0213698357813081
2000,4027,4,.0587053843312066,1,3.204596542833346,-.0169883364570067
2001,4027,4,.1844722140831703,1,3.204596542833346,0
2002,4027,4,-.0026500217448433,2,3.204596542833346,.0601866355307914
2003,4027,4,.1720951917065303,2,3.204596542833346,.0556119436712637
2004,4027,4,.1515874171352039,2,3.204596542833346,.1150899612574019
2005,4027,4,.3739032813756555,2,3.204596542833346,.2645768841310288
1994,5007,5,4.079532308034761,0,1.495478386655562,.0780147266163782
1995,5007,5,-.0518660364437409,0,1.495478386655562,.0376674508693666
1996,5007,5,.0834688085440725,0,1.495478386655562,.0432455462654033
1997,5007,5,.2152302283489771,0,1.495478386655562,.0457977353376853
1998,5007,5,.1197484257308687,0,1.495478386655562,.043065277108024
1999,5007,5,.1202422581423903,0,1.495478386655562,.0164748216723618
2000,5007,5,.1803117796804141,0,1.495478386655562,.0166096529129121
2001,5007,5,.1260151726473513,0,1.495478386655562,.0522470769708532
2002,5007,5,.1303385392799914,0,1.495478386655562,.0581429823219191
2003,5007,5,.3015935970798989,0,1.495478386655562,.0680570288741524
2004,5007,5,.2738833301739181,0,1.495478386655562,.0836235534663583
2005,5007,5,.0888475565344162,0,1.495478386655562,.0563465845380051
1994,5025,5,.049090375536716,0,1.495478386655562,.0253723844091209
1995,5025,5,.0926035483860481,0,1.495478386655562,-.0040261032976683
1996,5025,5,.1825372234357836,0,1.495478386655562,.0808820316263286
1997,5025,5,-.0329448927100149,0,1.495478386655562,.0369537481770812
1998,5025,5,.3100509187348663,0,1.495478386655562,.0475741174985087
1999,5025,5,.3270814892497906,0,1.495478386655562,.0492497424897644
2000,5025,5,-.0444441098043971,0,1.495478386655562,-.0277606941178825
2001,5025,5,-.0458480396063567,0,1.495478386655562,.0439039043941953
2002,5025,5,.1209311508197874,0,1.495478386655562,.0587166717802727
2003,5025,5,.4097447926868245,0,1.495478386655562,.0456636447770542
2004,5025,5,.1140039550777736,0,1.495478386655562,.0589859962248909
2005,5025,5,.1834395539237086,0,1.495478386655562,.0171324275395248
1994,5031,5,-.0490886158792954,0,1.495478386655562,.0234666560488659
1995,5031,5,-.1787743663748582,0,1.495478386655562,.0506066780501868
1996,5031,5,.2046519205322515,0,1.495478386655562,.05045305005725
1997,5031,5,.5750442680976562,0,1.495478386655562,.0658122628885307
1998,5031,5,.1548186743813673,0,1.495478386655562,.0508926734804218
1999,5031,5,.3459942040738966,0,1.495478386655562,.0374864200914891
2000,5031,5,-.2472955251037359,0,1.495478386655562,.024391504809028
2001,5031,5,.1056934373311442,0,1.495478386655562,.0431906173059948
2002,5031,5,-.0427133719862614,0,1.495478386655562,.0346933917495402
2003,5031,5,.2638731223598594,0,1.495478386655562,.0366198127222281
2004,5031,5,.0144311408975941,0,1.495478386655562,.00847465918251
2005,5031,5,-.003118989360825,0,1.495478386655562,-.0257507003761113
1994,5033,5,.2518148035728078,0,1.495478386655562,.0563205677896308
1995,5033,5,-.0329992086839113,0,1.495478386655562,.0436677019116551
1996,5033,5,.1838332150261515,0,1.495478386655562,.0574778876769493
1997,5033,5,-.073269964797845,0,1.495478386655562,.0624028304542916
1998,5033,5,.1913503855914112,0,1.495478386655562,.0500389239299093
1999,5033,5,.0601297640779332,0,1.495478386655562,.016638390657155
2000,5033,5,-.0892210008512642,0,1.495478386655562,.0261117773721091
2001,5033,5,.0132929846187864,0,1.495478386655562,.062319093398064
2002,5033,5,-.0234462485554676,0,1.495478386655562,.0389278070933496
2003,5033,5,.3176341050471141,0,1.495478386655562,.0396639536308276
2004,5033,5,.1834784807909795,0,1.495478386655562,.0213490052642555
2005,5033,5,.0150882105824373,0,1.495478386655562,.0034954939704468
1994,5035,5,.4571553815554026,0,1.495478386655562,-.0333389201703413
1995,5035,5,.0051788031898852,0,1.495478386655562,-.0123477883159611
1996,5035,5,.0797493901078621,0,1.495478386655562,.1184902597723623
1997,5035,5,.3599287859429303,0,1.495478386655562,.0782477685710674
1998,5035,5,.283633001777444,0,1.495478386655562,.0475805776130533
1999,5035,5,-.0643794248044056,0,1.495478386655562,.0026725139997836
2000,5035,5,.2234107761855277,0,1.495478386655562,.0480793235918808
2001,5035,5,-.137779075721463,0,1.495478386655562,.1238156174190044
2002,5035,5,.0839351940003183,0,1.495478386655562,.0595845197529519
2003,5035,5,.3395901410365685,0,1.495478386655562,0
2004,5035,5,.112482865607463,0,1.495478386655562,.006045187075383
2005,5035,5,.1277691201036788,0,1.495478386655562,.0828572102393501
1994,5045,5,.452725851349177,0,1.495478386655562,-.038862871227213
